itemName,itemDescrip,itemFile,descriptiveName
sud_sib,Substance use disorder Sibling,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
sud_chi,Substance use disorder Child,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
sud_has,Substance use disorder Half-Sibling,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
sud_aun,Substance use disorder Aunt,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
sud_unc,Substance use disorder Uncle,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
sud_nie,Substance use disorder Niece,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
sud_nep,Substance use disorder Nephew,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
sud_grp,Substance use disorder Grandparent,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
omi_mot,Other mental illness Mother,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
omi_fat,Other mental illness Father,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
omi_sib,Other mental illness Sibling,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
omi_chi,Other mental illness Child,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
omi_has,Other mental illness Half-Sibling,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
omi_aun,Other mental illness Aunt,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
omi_unc,Other mental illness Uncle,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
omi_nie,Other mental illness Niece,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
omi_nep,Other mental illness Nephew,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
omi_grp,Other mental illness Grandparent,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
sui_sib,"Suicide, Suicide Attempt Sibling",G:\Package_1204973\txtDocs\fh01.txt,Family History Form
collection_title,collection_title,G:\Package_1204973\txtDocs\fh01.txt,Family History Form
collection_id,collection_id,G:\Package_1204973\txtDocs\iec01.txt,
iec01_id,iec01_id,G:\Package_1204973\txtDocs\iec01.txt,
dataset_id,dataset_id,G:\Package_1204973\txtDocs\iec01.txt,
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\iec01.txt,
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\iec01.txt,
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\iec01.txt,
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\iec01.txt,
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\iec01.txt,
site,Site,G:\Package_1204973\txtDocs\iec01.txt,
study,Study; The code for each individual study,G:\Package_1204973\txtDocs\iec01.txt,
wr_rawscore,Word Reading Raw Score,G:\Package_1204973\txtDocs\iec01.txt,
collection_title,collection_title,G:\Package_1204973\txtDocs\iec01.txt,
collection_id,collection_id,G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
letsca01_id,letsca01_id,G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
dataset_id,dataset_id,G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
i01drugs,Lethality Scale for Drugs with Sedative Effects,G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
i01met,Lethality Scale for Drugs with Sedative Effects Method Code,G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
i02drugs,Lethality Scale for Drugs without Sedative Effects and for other Ingested Substances (e.g. household ammonia),G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
i02met,Lethality Scale for Drugs without Sedative Effects Method code,G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
i06cut,Lethality Scale for Cutting,G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
collection_title,collection_title,G:\Package_1204973\txtDocs\letsca01.txt,Lethality Scale
collection_id,collection_id,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
madrs01_id,madrs01_id,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
dataset_id,dataset_id,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
madrssad,Reported sadness,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
madrspes,Pessimistic thoughts,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
madrssui,Suicidal thoughts,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
madrsslp,Reduced sleep,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
madrsfee,Inability to feel,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
madrslas,Lassitude,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
madrscon,Concentration difficult,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
madrsten,Inner tension,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
madrsapp,Reduced appetite,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
madrsaps,Apparent sadness,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
madrstot,MADRS Total Score,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
collection_title,collection_title,G:\Package_1204973\txtDocs\madrs01.txt,Montgomery-Asberg Depression Rating Scale
collection_id,collection_id,G:\Package_1204973\txtDocs\meds01.txt,Medications
meds01_id,meds01_id,G:\Package_1204973\txtDocs\meds01.txt,Medications
dataset_id,dataset_id,G:\Package_1204973\txtDocs\meds01.txt,Medications
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\meds01.txt,Medications
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\meds01.txt,Medications
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\meds01.txt,Medications
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\meds01.txt,Medications
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication1_name,Name first medication that the participant has taken,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication1_dosage,First medication dosage,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication2_name,Name second medication that the participant has taken,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication2_dosage,Second medication dosage,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication3_name,Name third medication that the participant has taken,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication3_dosage,Third medication dosage,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication4_name,Name fourth medication that the participant has taken,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication4_dosage,Fourth  medication dosage,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication5_name,Name fifth medication that the participant has taken,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication5_dosage,Fifth medication dosage,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication6_name,Name sixth medication that the participant has taken,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication6_dosage,Sixth medication dosage,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication7_name,Name seventh medication that the participant has taken,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication7_dosage,Seventh medication dosage,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication8_name,Name eighth medication that the participant has taken,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication8_dosage,Eighth medication dosage,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication_start,Start date of medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication2_start,Medication 2 start,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication3_start,Medication 3 start,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication9_name,Name ninth medication that the participant has taken,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication9_dosage,Ninth medication dosage,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication_10_name,specify med 10,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication10_dose,Medication 10 dose last taken,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication11_name,Medication 11 name,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication11_dosage,medication 11 dosage,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication12_name,Med name12,G:\Package_1204973\txtDocs\meds01.txt,Medications
medication13_name,Medication 13 name,G:\Package_1204973\txtDocs\meds01.txt,Medications
concdrug,concomitant drugs,G:\Package_1204973\txtDocs\meds01.txt,Medications
med_source1,Med 1: source of data,G:\Package_1204973\txtDocs\meds01.txt,Medications
med_source2,Med 2: source of data,G:\Package_1204973\txtDocs\meds01.txt,Medications
med_source3,Med 3: source of data,G:\Package_1204973\txtDocs\meds01.txt,Medications
med_source4,Med 4: source of data,G:\Package_1204973\txtDocs\meds01.txt,Medications
med_source5,Med 5: source of data,G:\Package_1204973\txtDocs\meds01.txt,Medications
med_source6,Med 6: source of data,G:\Package_1204973\txtDocs\meds01.txt,Medications
med_source7,Med 7: source of data,G:\Package_1204973\txtDocs\meds01.txt,Medications
med_source8,Med 8: source of data,G:\Package_1204973\txtDocs\meds01.txt,Medications
med_source9,Med 9: source of data,G:\Package_1204973\txtDocs\meds01.txt,Medications
med_source10,Med 10: source of data,G:\Package_1204973\txtDocs\meds01.txt,Medications
med_source11,Med 11: source of data,G:\Package_1204973\txtDocs\meds01.txt,Medications
med_source12,Med 12: source of data,G:\Package_1204973\txtDocs\meds01.txt,Medications
med_source13,Med 13: source of data,G:\Package_1204973\txtDocs\meds01.txt,Medications
freq1,frequency medication 1,G:\Package_1204973\txtDocs\meds01.txt,Medications
freq2,frequency medication 2,G:\Package_1204973\txtDocs\meds01.txt,Medications
freq3,frequency medication 3,G:\Package_1204973\txtDocs\meds01.txt,Medications
freq4,frequency medication 4,G:\Package_1204973\txtDocs\meds01.txt,Medications
freq5,frequency medication 5,G:\Package_1204973\txtDocs\meds01.txt,Medications
freq6,frequency medication 6,G:\Package_1204973\txtDocs\meds01.txt,Medications
freq7,frequency medication 7,G:\Package_1204973\txtDocs\meds01.txt,Medications
freq8,frequency medication 8,G:\Package_1204973\txtDocs\meds01.txt,Medications
freq9,frequency medication 9,G:\Package_1204973\txtDocs\meds01.txt,Medications
freq10,frequency medication 10,G:\Package_1204973\txtDocs\meds01.txt,Medications
freq11,frequency medication 11,G:\Package_1204973\txtDocs\meds01.txt,Medications
freq12,frequency medication 12,G:\Package_1204973\txtDocs\meds01.txt,Medications
freq13,frequency medication 13,G:\Package_1204973\txtDocs\meds01.txt,Medications
cont1,drug 1 continued,G:\Package_1204973\txtDocs\meds01.txt,Medications
cont2,drug 2 continued,G:\Package_1204973\txtDocs\meds01.txt,Medications
cont3,drug 3 continued,G:\Package_1204973\txtDocs\meds01.txt,Medications
cont4,drug 4 continued,G:\Package_1204973\txtDocs\meds01.txt,Medications
cont5,drug 5 continued,G:\Package_1204973\txtDocs\meds01.txt,Medications
cont6,drug 6 continued,G:\Package_1204973\txtDocs\meds01.txt,Medications
cont7,drug 7 continued,G:\Package_1204973\txtDocs\meds01.txt,Medications
cont8,drug 8 continued,G:\Package_1204973\txtDocs\meds01.txt,Medications
cont9,drug 9 continued,G:\Package_1204973\txtDocs\meds01.txt,Medications
cont10,drug 10 continued,G:\Package_1204973\txtDocs\meds01.txt,Medications
cont11,drug 11 continued,G:\Package_1204973\txtDocs\meds01.txt,Medications
cont12,drug 12 continued,G:\Package_1204973\txtDocs\meds01.txt,Medications
cont13,drug 13 continued,G:\Package_1204973\txtDocs\meds01.txt,Medications
date_meds1,Date medication 1 recorded,G:\Package_1204973\txtDocs\meds01.txt,Medications
months1,Number of months on this medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
date_meds2,Date medication 2 recorded,G:\Package_1204973\txtDocs\meds01.txt,Medications
months2,Number of months on this medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
date_meds3,Date medication 3 recorded,G:\Package_1204973\txtDocs\meds01.txt,Medications
months3,Number of months on this medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
date_meds4,Date medication 4 recorded,G:\Package_1204973\txtDocs\meds01.txt,Medications
months4,Number of months on this medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
date_meds5,Date medication 5 recorded,G:\Package_1204973\txtDocs\meds01.txt,Medications
months5,Number of months on this medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
date_meds6,Date medication 6 recorded,G:\Package_1204973\txtDocs\meds01.txt,Medications
months6,Number of months on this medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
date_meds7,Date medication 7 recorded,G:\Package_1204973\txtDocs\meds01.txt,Medications
months7,Number of months on this medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
date_meds8,Date medication 8 recorded,G:\Package_1204973\txtDocs\meds01.txt,Medications
months8,Number of months on this medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
date_meds9,Date medication 9 recorded,G:\Package_1204973\txtDocs\meds01.txt,Medications
months9,Number of months on this medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
date_meds10,Date medication 10 recorded,G:\Package_1204973\txtDocs\meds01.txt,Medications
months10,Number of months on this medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
date_meds11,Date medication 11 recorded,G:\Package_1204973\txtDocs\meds01.txt,Medications
months11,Number of months on this medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
date_meds12,Date medication 12 recorded,G:\Package_1204973\txtDocs\meds01.txt,Medications
months12,Number of months on this medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
date_meds13,Date medication 13 recorded,G:\Package_1204973\txtDocs\meds01.txt,Medications
months13,Number of months on this medication,G:\Package_1204973\txtDocs\meds01.txt,Medications
collection_title,collection_title,G:\Package_1204973\txtDocs\meds01.txt,Medications
collection_id,collection_id,G:\Package_1204973\txtDocs\ndar_subject01.txt,
ndar_subject01_id,ndar_subject01_id,G:\Package_1204973\txtDocs\ndar_subject01.txt,
dataset_id,dataset_id,G:\Package_1204973\txtDocs\ndar_subject01.txt,
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\ndar_subject01.txt,
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\ndar_subject01.txt,
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\ndar_subject01.txt,
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\ndar_subject01.txt,
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\ndar_subject01.txt,
race,Race of study subject,G:\Package_1204973\txtDocs\ndar_subject01.txt,
phenotype,Phenotype/diagnosis for the subject,G:\Package_1204973\txtDocs\ndar_subject01.txt,
phenotype_description,Description of the phenotype for the subject,G:\Package_1204973\txtDocs\ndar_subject01.txt,
twins_study,Is this study of twins?,G:\Package_1204973\txtDocs\ndar_subject01.txt,
sibling_study,Was it sibling study? Study of sibling(s) of autistic child.,G:\Package_1204973\txtDocs\ndar_subject01.txt,
family_study,"Was it family study? Study of biological mother, biological father and/or sibling of proband.",G:\Package_1204973\txtDocs\ndar_subject01.txt,
family_user_def_id,Family Pedigree User-Defined ID,G:\Package_1204973\txtDocs\ndar_subject01.txt,
src_mother_id,site specific mother ID,G:\Package_1204973\txtDocs\ndar_subject01.txt,
src_father_id,site specific father ID,G:\Package_1204973\txtDocs\ndar_subject01.txt,
src_sibling1_id,site specific sibling1 ID,G:\Package_1204973\txtDocs\ndar_subject01.txt,
sibling_type1,Type of Sibling,G:\Package_1204973\txtDocs\ndar_subject01.txt,
src_sibling2_id,site specific sibling2 ID,G:\Package_1204973\txtDocs\ndar_subject01.txt,
sibling_type2,sibling type,G:\Package_1204973\txtDocs\ndar_subject01.txt,
src_sibling3_id,site specific sibling3 ID,G:\Package_1204973\txtDocs\ndar_subject01.txt,
sibling_type3,sibling type,G:\Package_1204973\txtDocs\ndar_subject01.txt,
sample_taken,Was a sample taken at this interview/during this project time,G:\Package_1204973\txtDocs\ndar_subject01.txt,
collection_title,collection_title,G:\Package_1204973\txtDocs\ndar_subject01.txt,
collection_id,collection_id,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
panss01_id,panss01_id,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
dataset_id,dataset_id,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
panss_general,PANSS General score,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
panss_negative,PANSS Negative score,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
panss_positive,PANSS Positive score,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
panss_total,PANSS Total score,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
pos_p1,"DELUSIONS-Beliefs which are unfounded, unrealistic and idiosyncratic. Basis for rating: Thought content expressed in the interview and its influence on social relations and behavior.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
pos_p2,"CONCEPTUAL DISORGANIZATION: Disorganized process of thinking characterized by disruption of goal-directed sequencing, e.g., circumstantiality, loose associations, tangentiality, gross illogicality or thought block. Basis for rating: Cognitive-verbal processes observed during the course of interview.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
pos_p3,"HALLUCINATORY BEHAVIOR: Verbal report or behavior indicating perceptions which are not generated by external stimuli. These may occur in the auditory, visual, olfactory or somatic realms. Basis for rating: Verbal report and physical manifectations during the course of interview as well as reports of behavior by primary care workers or family.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
pos_p4,"EXCITEMENT: Hyperactivity as reflected in accelerated motor behavior, heightened responsivity to stimuli, hypervigilance or excessive mood lability. Basis for rating: Behavioral manifestations during the course of interview as well as reports of behavior by primary care workers or family.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
pos_p5,"GRANDIOSITY: Exaggerated self-opinion and unrealistic convictions of superiority, including delusions of extraordinary abilities, wealth, knowledge, fame, power, and moral righteousness. Basis for rating: Thought content expressed in the interview and its influence on behavior.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
pos_p6,"SUSPICIOUSNESS/PERSECUTION: Unrealistic or exaggerated ideas of persecution, as reflected in guardedness, ad distrustful attitude, suspicious hypervigilance or frank delusions that others mean harm. Basis for rating: Thought content expressed in the interview and its influence on behavior.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
pos_p7,"HOSTILITY: Verbal and nonverbal expressions of anger and resentment, including sarcasm, passive-aggressive behavior, verbal abuse, and assaultiveness. Basis for rating: interpersonal behavior observed during the interview and reports by primary care workers or family.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
neg_n1,"BLUNTED AFFECT: Diminished emotional responsiveness as characterized by a reduction in facial expression, modulation of feelings and communicative gestures. Basis for rating: Observation of physical manifestations of affective tone and emotional responsiveness during the course of the interview.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
neg_n2,"EMOTIONAL WITHDRAWAL: Lack of interest in, involvement with, and affective commitment to lifes events. Basis for rating: Reports of functioning from primary care workers or family and observation of interpersonal behavior during the course of the interview.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
neg_n3,"POOR RAPPORT: Lack of interpersonal empathy, openness in conversation and sense of closeness, interest or involvement with the interviewer. This is evidenced by interpersonal distancing and reduced verbal and nonverbal communication. Basis for rating: Interpersonal behavior during the course of the interview.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
neg_n4,"PASSIVE/APATHETIC SOCIAL WITHDRAWAL: Diminished interest and initiative in social interactions due to passivity, apathy, anergy or avolition. This leads to reduced interpersonal involvements and neglect of activities of daily living. Basis for rating: Reports on social behavior from primary care workers or family.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
neg_n5,"DIFFICULTY IN ABSTRACT THINKING: Impairment in the use of the abstract-symbolic mode of thinking, as evidenced by difficulty in classification, forming generalizations and proceeding beyond concrete or egocentric thinking in problem-solving tasks. Basis for rating: Responses to questions on similarities and proverb interpretation, and use of concrete vs. abstract mode during the course of the interview.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
neg_n6,"LACK OF SPONTANEITY AND FLOW OF CONVERSATION: Reduction in the normal flow of communication associated with apathy, avolition, defensiveness or cognitive deficit. This is manifested by diminished fluidity and productivity of the verbal interactional process. Basis for rating: Cognitive-verbal processes observed during the course of interview.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
neg_n7,"STEREOTYPED THINKING: Decreased fluidity, spontaneity and flexibility of thinking, as evidenced in rigid, repetitious or barren thought content. Basis for rating: Cognitive: verbal processes observed during the interview.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g1,SOMATIC CONCERN: Physical complaints or beliefs about bodily illness or malfunctions. This may range from a vague sense of ill being to clear-cut delusions of catastrophic physical disease. Basis for rating: Thought content expressed in the interview.,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g2,"ANXIETY: Subjective experience of nervousness, worry, apprehension or restlessness, ranging from excessive concern about the present or future to feelings of panic. Basis for rating: Verbal report during the course of interview and corresponding physical manifestations.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g3,GUILT FEELINGS: Sense of remorse or self-blame for real or imagined misdeeds in the past. Basis for rating: Verbal report of guilt feelings during the course of interview and the influence on attitudes and thoughts.,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g4,"TENSION: Overt physical manifestations of fear, anxiety, and agitation, such as stiffness, tremor, profuse sweating and restlessness. Basis for rating: Verbal report attesting to anxiety and thereupon the severity of physical manifestations of tension observed during the interview.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g5,"MANNERISMS AND POSTURING: Unnatural movements or posture as characterized by an awkward, stilted, disorganized, or bizarre appearance. Basis for rating: Observation of physical manifestations during the course of interview as well as reports from primary care workers or family.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g6,"DEPRESSION: Feelings of sadness, discouragement, helplessness and pessimism. Basis for rating: Verbal report of depressed mood during the course of interview and its observed influence on attitude and behavior.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g7,"MOTOR RETARDATION: Reduction in motor activity as reflected in slowing or lessening or movements and speech, diminished responsiveness of stimuli, and reduced body tone. Basis for rating: Manifestations during the course of interview as well as reports by primary care workers as well as family.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g8,"UNCOOPERATIVENESS: Active refusal to comply with the will of significant others, including the interviewer, hospital staff or family, which may be associated with distrust, defensiveness, stubbornness, negativism, rejection of authority, hostility, or belligerence. Basis for rating: ",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g9,"UNUSUAL THOUGHT CONTENT: Thinking characterized by strange, fantastic or bizarre ideas, ranging from those which are remote or atypical to those which are distorted, illogical and patently absurd. Basis for rating: Thought content expressed during the course of interview.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g10,"DISORIENTATION: Lack of awareness of ones relationship to the milieu, including persons, place and time, which may be due to confusion or withdrawal. Basis for rating: Responses to interview questions on orientation.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g11,"POOR ATTENTION: Failure in focused alertness manifested by poor concentration, distractibility from internal and external stimuli, and difficulty in harnessing, sustaining or shifting focus to new stimuli. Basis for rating: Manifestations during the course of interview.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g12,"LACK OF JUDGEMENT AND INSIGHT: Impaired awareness or understanding of ones own psychiatric condition and life situation. This is evidenced by failure to recognize past or present psychiatric illness or sumptoms, denial of need for psychiatric hospitalization or treatment, decisions characterized by poor anticipation or consequences, and unrealistic short-term and long-range planning. Basis for rating: Thought content expressed during the interview.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g13,"DISTURBANCE OF VOLITION: Disturbance in the willful initiation, sustenance and control of ones thoughts, behavior, movements and speech. Basis for rating: Thought content and behavior manifested in the course of interview.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
